Id_Encuesta,Id_Encuestado,LOCALIDAD,P1.1 Rango de edad,ESTRATO,P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO),P2,P6,P7,P106,P102,P103,P109,P111,P112,P117_1,P117_2,P117_3,P121,P122,P123,P447_1,P447_2,P447_3,P447_4,P447_5,P447_6,P128,P203,P204_A,P204_B,P204_C,P204_D,P204_E,P204_F,P204_G,P204_H,P204_I,P204_J,P204_K,P204_L,P204_M,P204_N,P204_O,P204_P,P204_Q,P204_R,P238_1,P238_2,P238_3,P214_1,P214_2,P214_3,P214_4,P214_5,P214_6,P214_7,P214_8,P214_9,P214_10,P214_11,P214_12,P214_13,P214_14,P214_15,P214_16,P214_17,P214_18,P206_1,P206_2,P206_3,P206_4,P206_5,P206_6,P206_7,P206_8,P206_9,P206_10,P206_11,P206_12,P206_13,P206_14,P206_15,P206_16,P206_17,P206_18,P209_1,P209_2,P209_3,P209_4,P209_5,P209_6,P209_7,P209_8,P209_9,P209_10,P209_11,P209_12,P209_13,P209_14,P209_15,P209_16,P209_17,P209_18,P204_1_1_A,P204_1_1_B,P204_1_1_C,P204_1_1_D,P204_1_1_E,P204_1_1_F,P204_1_1_G,P207,P208,P208_A,P208_B,P208_C,P208_C,P208_E,P208_F,P208_O,P208_OTRO,P230,P233,P234,P234_A,P234_B,P234_C,P234_D,P234_E,P234_F,P234_G,P234_H,P234_I,P234_K,P234_L,P234_M,P234_N,P234_O,P234_P,P234_Q,P234_R,P234_S,P234_T,P234_U,P234_V,P304,P305,P308,P310_1,P310_2,"P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)",P450_A,P450_B,P450_C,P450_D,P450_E,P405,P407,P407_A,P407_B,P407_C,P407_1,P412_A,P412_B,P412_C,P412_D,P412_E,P412_F,P417,P418,P421,P444.,CLAVE,FEX
o   020SEG_Percepción_y_Victimización_en_Bogotá,24,Usaquén,Más de 55 años,Estrato 4,57,Esposo(a) o compañero(a),Independiente,Femenino,Ha Aumentado,Seguro,Inseguro,Calles,Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Hurto de vehículos (o alguna de sus partes),No,No,2. Por la protesta social,Si,No,No,No,No,Si,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,No,,"Aumentar el pie de fuerza de
la policía",Mejorar la justicia,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,1. Muy Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,UsaquénEstrato 4,1543.954394
o   020SEG_Percepción_y_Victimización_en_Bogotá,25,Usaquén,De 36 a 45 años,Estrato 4,39,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Muy Inseguro,"2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Violencia Sexual,No,Si,,,,,,,,Experiencias de familiares,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Raponazo,No,No,Sí,No,No,No,Otra,Celular,No,Sí,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Aumentar la inversión social,"Acabar con la corrupción en
la policía",4. Bueno,4. Bueno,4. Bueno,1. Muy Malo,4. Bueno,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,UsaquénEstrato 4,1543.954394
o   020SEG_Percepción_y_Victimización_en_Bogotá,26,Fontibón ,De 36 a 45 años,Estrato 3,36,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Vías,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Violencia Intrafamiliar,"Violencia contra la mujer (física, psicológica o económica)",Homicidio,Si,No,5. Por el abuso de autoridad,Si,No,Si,No Aplica,Si,No,Comentarios de la gente (voz a voz),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,No,Si,No,No,No,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,Si,Si,Si,Si,Regular,No,,"Acabar con la corrupción en
la policía",Generar políticas de reactivación económica,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,4. Bueno,2. Malo,2. Malo,Si sabe,,No,No,Si,De vez en cuando en el mes,,,,,,,Si,1,3 Ni bien ni mal,No,Fontibón Estrato 3,1539.073815
o   020SEG_Percepción_y_Victimización_en_Bogotá,27,Rafael Uribe,De 46 a 55 años,Estrato 3,49,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,10. Posibilidad de contagiarse con COVID 19,Venta de drogas,Feminicidio (Asesinato de mujeres),Violencia Intrafamiliar,No,No,6. Por la escasez de policía,Si,No,Si,Si,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,Si,Si,Si,No,No,Si,Si,Si,Si,No,Si,Si,No,Si,No,No,No,No,No,Si,Si,Regular,No,,Aumentar las penas,"Acabar con la corrupción en
la policía",3. Ni bueno ni malo,1. Muy Malo,2. Malo,3. Ni bueno ni malo,1. Muy Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,Rafael UribeEstrato 3,1534.6364
o   020SEG_Percepción_y_Victimización_en_Bogotá,28,Ciudad Bolivar,De 18 a 25 años,Estrato 1 ,24,HIJA,Desempleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Semáforos,Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Extorsión,No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,Si,No,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Regular,Si,4. Buena,"Acabar con la corrupción en
la policía",Construir más cárceles,1. Muy Malo,3. Ni bueno ni malo,5. Muy bueno,1. Muy Malo,1. Muy Malo,1. Pésimo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,Ciudad BolivarEstrato 1 ,1536.553502
o   020SEG_Percepción_y_Victimización_en_Bogotá,29,Chapinero,De 36 a 45 años,Estrato 6,44,Jefe(a),Otro,Femenino,Ha Aumentado,Inseguro,Inseguro,Semáforos,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Terrorismo,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,No Aplica,Si,No,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Aumentar la inversión social,Mejorar la justicia,2. Malo,2. Malo,3. Ni bueno ni malo,2. Malo,3. Ni bueno ni malo,3. Regular,Si sabe,,Si,No,No,Todos los días,,,,,,,Si,1,4 Bien ,Si,ChapineroEstrato 6,1560.374824
o   020SEG_Percepción_y_Victimización_en_Bogotá,30,Suba,De 36 a 45 años,Estrato 6,38,Hijo(a) o Hijastro(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Semáforos,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Hurto a residencias,Hurto de vehículos (o alguna de sus partes),"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Si,Si,,,,,,,,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía",Aumentar la inversión social,3. Ni bueno ni malo,3. Ni bueno ni malo,2. Malo,2. Malo,2. Malo,4. Bueno,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,SubaEstrato 6,1539.639451
o   020SEG_Percepción_y_Victimización_en_Bogotá,31,Suba,De 36 a 45 años,Estrato 4,45,Esposo(a) o compañero(a),Empleado,Femenino,Ha disminuido,Seguro,Inseguro,Parques,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Homicidio,No,No,4. Por la corrupción,Si,Si,No,No Aplica,No,Si,Noticieros de televisión,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,2. Malo,1. Muy Malo,2. Malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,SubaEstrato 4,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,32,Fontibón ,De 36 a 45 años,Estrato 4,42,Jefe(a),Desempleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Lesiones personales,Desplazamiento forzado,No,No,4. Por la corrupción,Si,No,Si,No Aplica,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía","Acabar con la corrupción en
la policía",1. Muy Malo,2. Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,Fontibón Estrato 4,1539.073815
o   020SEG_Percepción_y_Victimización_en_Bogotá,33,Usaquén,Más de 55 años,Estrato 6,60,Jefe(a),No Sabe/No Responde,Masculino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Hurto a residencias,Hurto de vehículos (o alguna de sus partes),Lesiones personales,Si,Si,,,,,,,,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía",Aumentar la inversión social,1. Muy Malo,2. Malo,1. Muy Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,UsaquénEstrato 6,1546.601778
o   020SEG_Percepción_y_Victimización_en_Bogotá,34,Rafael Uribe,De 36 a 45 años,Estrato 3,44,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Semáforos,Muy Inseguro,6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional),Homicidio,Lesiones personales,Hurto de vehículos (o alguna de sus partes),No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,No Aplica,Si,Si,Periódicos (Impresos o digitales),Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Aumentar el pie de fuerza de
la policía",Aumentar las penas,2. Malo,2. Malo,1. Muy Malo,2. Malo,1. Muy Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,Rafael UribeEstrato 3,1534.6364
o   020SEG_Percepción_y_Victimización_en_Bogotá,35,Santa Fe,De 46 a 55 años,Estrato 4,46,Jefe(a),Empleado,Masculino,Ha Aumentado,Inseguro,Inseguro,Paraderos,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Homicidio,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Feminicidio (Asesinato de mujeres),Si,Si,,,,,,,,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal) ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Generar políticas de reactivación económica,"Acabar con la corrupción en
la policía",2. Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,Santa FeEstrato 4,1594.478
o   020SEG_Percepción_y_Victimización_en_Bogotá,36,Engativá,De 26 a 35 años,Estrato 3,30,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Parques,Muy Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Feminicidio (Asesinato de mujeres),Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,Si,Si,No Aplica,No,Si,Experiencias de familiares,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,"Acabar con la corrupción en
la policía",Aumentar la inversión social,3. Ni bueno ni malo,3. Ni bueno ni malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,2. Malo,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,Si,EngativáEstrato 3,1537.527569
o   020SEG_Percepción_y_Victimización_en_Bogotá,37,Suba,De 26 a 35 años,Estrato 4,26,Hijo(a) o Hijastro(a),Independiente,Femenino,Ha Aumentado,Inseguro,Inseguro,Parques,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Hurto de vehículos (o alguna de sus partes),No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,Si,Si,No Aplica,No,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Generar políticas de reactivación económica,Aumentar la inversión social,4. Bueno,4. Bueno,3. Ni bueno ni malo,1. Muy Malo,2. Malo,4. Bueno,No Sabe,,,,,De vez en cuando en el mes,,,,,,,No,,,No,SubaEstrato 4,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,38,Suba,Más de 55 años,Estrato 5,59,Jefe(a),Empleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Puentes peatonales,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)",Homicidio,Venta de drogas,Terrorismo,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,No,No,Si,Noticieros de televisión,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Raponazo,No,No,Sí,No,No,No,No sabe,Celular,No,Sí,No,No,No,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Aumentar la inversión social,Generar políticas de reactivación económica,2. Malo,3. Ni bueno ni malo,2. Malo,2. Malo,2. Malo,2. Malo,Si sabe,,Si,No,Si,De vez en cuando en el mes,,,,,,,Si,1,2 Mal ,No,SubaEstrato 5,1539.639451
o   020SEG_Percepción_y_Victimización_en_Bogotá,39,Suba,De 46 a 55 años,Estrato 3,50,Esposo(a) o compañero(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Ciclo Vías,Muy Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)",,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,Si,No,No,No,Si,Periódicos (Impresos o digitales),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,No tuve relación,No,,Mejorar la justicia,"Acabar con la corrupción en
la policía",1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,2. Malo,2. Malo,4. Bueno,Si sabe,,Si,Si,No,Todos los días,3 Ni bueno ni malo,3 Ni bueno ni malo,4 Buena,4 Buena,4 Buena,4 Buena,Si,1,4 Bien ,No,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,40,Kennedy,De 18 a 25 años,Estrato 2,20,Hijo(a) o Hijastro(a),Estudiante,Masculino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Muy Inseguro,"5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Homicidio,Violencia Sexual,Si,No,4. Por la corrupción,No,No,Si,No,No,Si,Experiencia personal,Si,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,8. Robo de bicicleta,29. Amenazas,"1. Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario,etc)",No,,,,,,,No,,,,,,,,,,No,Si,,,,,,,Si,,,,,,,,,,No,1,,,,,1,,2,,,,,,,,,,1,Atraco,No,No,No,No,No,Sí,"Arma blanca (cuchillo, navaja)",Otro ,No,No,No,No,No,No,Sí,MALETA,No,Si,,No,Si,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No tuve relación,No,,"Acabar con la corrupción en
la policía",Mejorar la justicia,1. Muy Malo,1. Muy Malo,1. Muy Malo,3. Ni bueno ni malo,1. Muy Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,No,KennedyEstrato 2,1540.175076
o   020SEG_Percepción_y_Victimización_en_Bogotá,41,Usaquén,Más de 55 años,Estrato 6,99,Jefe(a),Hogar,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Muy Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Homicidio,Si,No,4. Por la corrupción,Si,Si,Si,Si,Si,Si,Noticieros de televisión,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,Regular,Si,4. Buena,"Acabar con la corrupción en
la policía",Construir más cárceles,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,1. Muy Malo,4. Bueno,No Sabe,,,,,Todos los días,,,,,,,Si,2,5 Muy bien,No,UsaquénEstrato 6,1546.601778
o   020SEG_Percepción_y_Victimización_en_Bogotá,42,Suba,De 18 a 25 años,Estrato 3,18,Hijo(a) o Hijastro(a),Empleado,Femenino,Ha Aumentado,Seguro,Inseguro,Paraderos,Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a establecimientos comerciales,Feminicidio (Asesinato de mujeres),Si,No,4. Por la corrupción,Si,No,Si,No Aplica,Si,Si,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,Si,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,No tuve relación,No,,Mejorar la justicia,"Aumentar el pie de fuerza de
la policía",1. Muy Malo,1. Muy Malo,2. Malo,2. Malo,2. Malo,3. Regular,No Sabe,,,,,Algunos días de la semana ,,,,,,,No,,,Si,SubaEstrato 3,1538.099427
o   020SEG_Percepción_y_Victimización_en_Bogotá,43,Usaquén,Más de 55 años,Estrato 3,57,Esposo(a) o compañero(a),Hogar,Femenino,Ha Aumentado,Inseguro,Inseguro,Calles,Inseguro,10. Posibilidad de contagiarse con COVID 19,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto de vehículos (o alguna de sus partes),Desaparición forzada,No,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No Aplica,Si,Si,No Aplica,No Aplica,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)",Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si,Si,,Si,No,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,Si,No tuve relación,No,,"Acabar con la corrupción en
la policía","Aumentar el pie de fuerza de
la policía",2. Malo,2. Malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Ni bueno ni malo,3. Regular,Si sabe,,No,No,Si,Algunos días de la semana ,,,,,,,No,,,No,UsaquénEstrato 3,1543.954394
o   020SEG_Percepción_y_Victimización_en_Bogotá,44,Suba,Más de 55 años,Estrato 5,60,Hijo(a) o Hijastro(a),Independiente,Masculino,Ha disminuido,Inseguro,Inseguro,Calles,Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Hurto a residencias,Hurto de vehículos (o alguna de sus partes),Si,No,4. Por la corrupción,Si,No Aplica,No,No Aplica,No Aplica,No Aplica,Radio,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Si,,Si,Si,Si,No,No,Si,No,Si,No,Si,Si,No,Si,No,No,No,No,No,No,Si,Si,Malo,No,,"Aumentar el pie de fuerza de
la policía",Mejorar la justicia,2. Malo,1. Muy Malo,2. Malo,2. Malo,2. Malo,4. Bueno,Si sabe,,Si,Si,Si,Todos los días,5 Muy buena,4 Buena,4 Buena,5 Muy buena,4 Buena,5 Muy buena,Si,40,4 Bien ,Si,SubaEstrato 5,1539.639451
o   020SEG_Percepción_y_Victimización_en_Bogotá,45,Suba,De 18 a 25 años,Estrato 2,24,Hijo(a) o Hijastro(a),Estudiante,Femenino,Ha Aumentado,Seguro,Inseguro,Puentes peatonales,Muy Inseguro,"1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)",Secuestro,"Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Venta de drogas,No,Si,,,,,,,,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal) ",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,Bueno,No,,Mejorar la justicia,"Acabar con la corrupción en
la policía",2. Malo,2. Malo,1. Muy Malo,3. Ni bueno ni malo,1. Muy Malo,2. Malo,Si sabe,,No,No,No,Todos los días,,,,,,,No,,,No,SubaEstrato 2,1534.596413
o   020SEG_Percepción_y_Victimización_en_Bogotá,46,Rafael Uribe,De 18 a 25 años,Estrato 3,24,Esposo(a) o compañero(a),Desempleado,Femenino,Ha Aumentado,Inseguro,Inseguro,Ciclo Rutas,Muy Inseguro,"8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)",Desaparición forzada,Si,No,"1. Por la inestabilidad social (vandalismo, asonadas)",Si,No,Si,Si,Si,Si,Experiencia personal,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,Otro,No,No,No,No,No,No,Arma de fuego,Celular,No,Sí,No,No,No,No,No,,Si,Si,,Si,Si,Si,No,Si,Si,Si,Si,No,No,No,Si,Si,No,No,No,No,Si,No,Si,Si,No tuve relación,Si,2. Mala,"Aumentar el pie de fuerza de
la policía",Generar políticas de reactivación económica,2. Malo,2. Malo,2. Malo,4. Bueno,2. Malo,3. Regular,No Sabe,,,,,De vez en cuando en el mes,,,,,,,Si,5,1 Muy Mal,No,Rafael UribeEstrato 3,1534.6364
